=== FRESH25 STAGE1-2B START Thu Aug 20 02:12:49 BST 2026 ===
Loading GLiNER-BioMed model... (this may take a moment on the first run)
 Fetching 12 files:   0%|          | 0/12 [00:00<?, ?it/s] Fetching 12 files: 100%|██████████| 12/12 [00:00<00:00, 2615.04it/s]
Loading GLiNER-relex model... (this may take a moment on the first run)
 Fetching 10 files:   0%|          | 0/10 [00:00<?, ?it/s] Fetching 10 files: 100%|██████████| 10/10 [00:00<00:00, 2682.12it/s]
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Asking to truncate to max_length but no maximum length is provided and the model has no predefined maximum length. Default to no truncation.
Loading SapBERT model for vector normalization... (this may take a moment)
================================================================================
🚀 RUNNING END-TO-END PIPELINE (STAGE 1 -> STAGE 2a -> STAGE 2b) ON 25 NAMED NOTE(S)
================================================================================
Reading from /home/ec2-user/clinical_neuro_symbolic_pipeline_reorder/data/raw_notes/gold_notes.csv

[1/25] Running Stage 1 -> Stage 2a -> Stage 2b via src.clinical_pipeline.run_pipeline() on 11532659-DS-11...
ℹ️ 17/26 relations in 11532659-DS-11 had at least one unlinked endpoint.
... 478 entities accepted, 478 normalized, 478 routed LOW, 54 non-asserted, 0 retained below threshold, 11 recovered via original-form fallback.
DOCTOR WROTE         | LABEL        | OMOP MAPPING                 | TIER           | ASSERTION  | IN
AnGap-20             | Lab Test     | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
ALT-31               | Lab Test     | Alanine transaminase activ   | 3 (Semantic)   | PRESENT    | LOW
AST-25               | Lab Test     | Aspartate aminotransferase   | 3 (Semantic)   | PRESENT    | LOW
LD(LDH)              | Lab Test     | Lactate dehydrogenase meas   | 3 (Semantic)   | PRESENT    | LOW
AlkPhos-77           | Lab Test     | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
TotBili-0.7          | Lab Test     | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
Albumin-4            | Lab Test     | Albumin measurement          | 3 (Semantic)   | PRESENT    | LOW
Calcium-9            | Lab Test     | Calcium measurement          | 3 (Semantic)   | PRESENT    | LOW
FSH-4                | Lab Test     | Follicle stimulating hormo   | 3 (Semantic)   | PRESENT    | LOW
LH-2                 | Lab Test     | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
Prolact-2            | Lab Test     | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
TSH-1                | Lab Test     | Thyroid stimulating hormon   | 3 (Semantic)   | PRESENT    | LOW
Sp                   | Condition    | Spontaneous pneumothorax     | 1 (Exact)      | PRESENT    | LOW
Glucose-1000         | Lab Test     | Glucose measurement          | 3 (Semantic)   | PRESENT    | LOW
Leuks-MOD            | Lab Test     | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
RBC-1                | Lab Test     | Red blood cell count         | 3 (Semantic)   | PRESENT    | LOW
WBC-19               | Lab Test     | White blood cell count       | 3 (Semantic)   | PRESENT    | LOW
Epi-1                | Lab Test     | Epinephrine measurement      | 3 (Semantic)   | PRESENT    | LOW
pituitary mass       | Condition    | Pituitary mass               | 1 (Exact)      | PRESENT    | LOW
hyperlipidemia       | Condition    | Hyperlipidemia               | 1 (Exact)      | PRESENT    | LOW
memory lapses        | Symptom      | Memory lapses                | 1 (Exact)      | PRESENT    | LOW
EEG                  | Procedure    | Electroencephalogram         | 1 (Exact)      | PRESENT    | LOW
electrographic sei   | Symptom      | Epileptic seizure            | 3 (Semantic)   | PRESENT    | LOW
left anterior temp   | Symptom      | Unmapped                     | 0 (Failed)     | ABSENT     | LOW
intermittent focal   | Symptom      | Intermittent second degree   | 3 (Semantic)   | ABSENT     | LOW
left frontotempora   | Anatomy      | Left frontal lobe structur   | 3 (Semantic)   | ABSENT     | LOW
focal  cerebral dy   | Condition    | Focal epilepsy               | 3 (Semantic)   | ABSENT     | LOW
Keppra               | Medication   | levetiracetam                | 3 (Semantic)   | PRESENT    | LOW
episodes of  forge   | Symptom      | Forgetful                    | 3 (Semantic)   | PRESENT    | LOW
EMU                  | Symptom      | Epilepsy monitoring          | 1 (Exact)      | PRESENT    | LOW
cvEEG                | Procedure    | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
subclinical seizur   | Condition    | Nonconvulsive seizure        | 3 (Semantic)   | ABSENT     | LOW
lamotrigine          | Medication   | lamotrigine                  | 1 (Exact)      | PRESENT    | LOW
lacosamide           | Medication   | lacosamide                   | 1 (Exact)      | PRESENT    | LOW
left  temporal reg   | Anatomy      | Left temporal lobe structu   | 3 (Semantic)   | PRESENT    | LOW
right and left mes   | Symptom      | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
sharp bursts of rh   | Symptom      | Focal episodic theta activ   | 3 (Semantic)   | PRESENT    | LOW
Keppra               | Medication   | levetiracetam                | 3 (Semantic)   | PRESENT    | LOW
increased            | Qualifier    | Increased                    | 1 (Exact)      | PRESENT    | LOW
fatigue              | Symptom      | Fatigue                      | 1 (Exact)      | PRESENT    | LOW
Keppra               | Medication   | levetiracetam                | 3 (Semantic)   | PRESENT    | LOW
FSH                  | Lab Test     | Follicle stimulating hormo   | 3 (Semantic)   | PRESENT    | LOW
LH                   | Lab Test     | Luteinizing hormone measur   | 3 (Semantic)   | PRESENT    | LOW
TSH                  | Lab Test     | Thyroid stimulating hormon   | 3 (Semantic)   | PRESENT    | LOW
prolactin            | Lab Test     | Prolactin measurement        | 3 (Semantic)   | PRESENT    | LOW
endocrine status     | Condition    | Endocrine finding            | 3 (Semantic)   | PRESENT    | LOW
resection            | Procedure    | Excision                     | 2 (Synonym)    | PRESENT    | LOW
pituitary  mass      | Anatomy      | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
LevETIRAcetam        | Medication   | levetiracetam                | 1 (Exact)      | PRESENT    | LOW
Aspirin              | Medication   | aspirin                      | 1 (Exact)      | PRESENT    | LOW
MetFORMIN XR         | Medication   | metformin Extended Release   | 3 (Semantic)   | PRESENT    | LOW
Glucophage XR        | Medication   | metformin Extended Release   | 3 (Semantic)   | PRESENT    | LOW
Simvastatin          | Medication   | simvastatin                  | 1 (Exact)      | PRESENT    | LOW
Mirtazapine          | Medication   | mirtazapine                  | 1 (Exact)      | PRESENT    | LOW
Vitamin D            | Medication   | vitamin D                    | 1 (Exact)      | PRESENT    | LOW
LACOSamide           | Medication   | lacosamide                   | 1 (Exact)      | PRESENT    | LOW
lacosamide           | Medication   | lacosamide                   | 1 (Exact)      | PRESENT    | LOW
Vimpat               | Medication   | lacosamide Injection [Vimp   | 3 (Semantic)   | PRESENT    | LOW
Aspirin              | Medication   | aspirin                      | 1 (Exact)      | PRESENT    | LOW
LevETIRAcetam        | Medication   | levetiracetam                | 1 (Exact)      | PRESENT    | LOW
MetFORMIN XR         | Medication   | metformin Extended Release   | 3 (Semantic)   | PRESENT    | LOW
Glucophage XR        | Medication   | metformin Extended Release   | 3 (Semantic)   | PRESENT    | LOW
Mirtazapine          | Medication   | mirtazapine                  | 1 (Exact)      | PRESENT    | LOW
Simvastatin          | Medication   | simvastatin                  | 1 (Exact)      | PRESENT    | LOW
Vitamin D            | Medication   | vitamin D                    | 1 (Exact)      | PRESENT    | LOW
Epilepsy             | Condition    | Epilepsy                     | 1 (Exact)      | PRESENT    | LOW
Intractable          | Qualifier    | Intractable                  | 1 (Exact)      | PRESENT    | LOW
temporal lobe epil   | Condition    | Temporal lobe epilepsy       | 1 (Exact)      | PRESENT    | LOW
Lacosamide           | Medication   | lacosamide                   | 1 (Exact)      | PRESENT    | LOW
Keppra               | Medication   | levetiracetam                | 3 (Semantic)   | PRESENT    | LOW
Physical Exam        | Procedure    | Physical examination         | 1 (Exact)      | PRESENT    | LOW
Vitals               | Symptom      | Vital signs finding          | 1 (Exact)      | PRESENT    | LOW
General              | Procedure    | General examination of pat   | 1 (Exact)      | PRESENT    | LOW
NAD                  | Symptom      | No abnormality detected      | 1 (Exact)      | PRESENT    | LOW
HEENT                | Procedure    | Physical examination         | 1 (Exact)      | PRESENT    | LOW
Neck                 | Procedure    | Physical examination         | 1 (Exact)      | PRESENT    | LOW
supple               | Symptom      | Normal movement of neck      | 1 (Exact)      | PRESENT    | LOW
Pulmonary            | Procedure    | Examination of respiratory   | 1 (Exact)      | PRESENT    | LOW
room air             | Symptom      | Breathing room air           | 1 (Exact)      | PRESENT    | LOW
Abdomen              | Procedure    | Examination of abdomen       | 1 (Exact)      | PRESENT    | LOW
soft                 | Symptom      | Abdomen soft                 | 1 (Exact)      | PRESENT    | LOW
NT                   | Symptom      | Abdominal tenderness         | 1 (Exact)      | ABSENT     | LOW
ND                   | Symptom      | Swollen abdomen              | 1 (Exact)      | ABSENT     | LOW
Extremities          | Procedure    | Examination of limb          | 1 (Exact)      | PRESENT    | LOW
Skin                 | Procedure    | Examination of skin          | 1 (Exact)      | PRESENT    | LOW
rashes               | Condition    | Eruption                     | 1 (Exact)      | ABSENT     | LOW
Vitals               | Symptom      | Vital signs finding          | 1 (Exact)      | PRESENT    | LOW
RA                   | Symptom      | Breathing room air           | 1 (Exact)      | PRESENT    | LOW
General              | Procedure    | General examination of pat   | 1 (Exact)      | PRESENT    | LOW
NAD                  | Symptom      | No abnormality detected      | 1 (Exact)      | PRESENT    | LOW
HEENT                | Procedure    | Physical examination         | 1 (Exact)      | PRESENT    | LOW
Neck                 | Procedure    | Physical examination         | 1 (Exact)      | PRESENT    | LOW
supple               | Symptom      | Normal movement of neck      | 1 (Exact)      | PRESENT    | LOW
Pulmonary            | Procedure    | Examination of respiratory   | 1 (Exact)      | PRESENT    | LOW
room air             | Symptom      | Breathing room air           | 1 (Exact)      | PRESENT    | LOW
Abdomen              | Procedure    | Examination of abdomen       | 1 (Exact)      | PRESENT    | LOW
soft                 | Symptom      | Abdomen soft                 | 1 (Exact)      | PRESENT    | LOW
NT                   | Symptom      | Abdominal tenderness         | 1 (Exact)      | ABSENT     | LOW
ND                   | Symptom      | Swollen abdomen              | 1 (Exact)      | ABSENT     | LOW
Extremities          | Procedure    | Examination of limb          | 1 (Exact)      | PRESENT    | LOW
Skin                 | Procedure    | Examination of skin          | 1 (Exact)      | PRESENT    | LOW
rashes               | Condition    | Eruption                     | 1 (Exact)      | ABSENT     | LOW
Mental Status        | Procedure    | Neurological mental status   | 1 (Exact)      | PRESENT    | LOW
Activity Status      | Symptom      | Physical functional depend   | 1 (Exact)      | PRESENT    | LOW

[14/25] Running Stage 1 -> Stage 2a -> Stage 2b via src.clinical_pipeline.run_pipeline() on 12884747-DS-9...
... 212 entities accepted, 212 normalized, 212 routed LOW, 46 non-asserted, 0 retained below threshold, 4 recovered via original-form fallback.
DOCTOR WROTE         | LABEL        | OMOP MAPPING                 | TIER           | ASSERTION  | IN
---------------------------------------------------------------------------------------------------------
Morphine             | Medication   | Allergy to morphine          | 1 (Exact, non-standard allergy override) | ALLERGY    | LOW
chest pain           | Symptom      | Chest pain                   | 1 (Exact)      | PRESENT    | LOW
cardiac stents       | Procedure    | Placement of stent in coro   | 3 (Semantic)   | PRESENT    | LOW
esophageal spasms    | Condition    | Peristaltic contraction of   | 3 (Semantic)   | PRESENT    | LOW
HTN                  | Condition    | Hypertensive disorder        | 2 (Synonym)    | PRESENT    | LOW
HLD                  | Condition    | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
CVA                  | Condition    | Cerebrovascular accident     | 3 (Semantic)   | PRESENT    | LOW
depression           | Condition    | Depressive disorder          | 2 (Synonym)    | PRESENT    | LOW
Prozac               | Medication   | fluoxetine                   | 3 (Semantic)   | PRESENT    | LOW
DM                   | Condition    | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
HBA1C                | Lab Test     | Hemoglobin A1c measurement   | 3 (Semantic)   | PRESENT    | LOW
chest pain           | Symptom      | Chest pain                   | 1 (Exact)      | PRESENT    | LOW
squeezing chest pa   | Condition    | Squeezing chest pain         | 1 (Exact)      | PRESENT    | LOW
esophageal spasms    | Condition    | Peristaltic contraction of   | 3 (Semantic)   | PRESENT    | LOW
chest pain           | Symptom      | Chest pain                   | 1 (Exact)      | PRESENT    | LOW
numbness             | Symptom      | Numbness                     | 1 (Exact)      | PRESENT    | LOW
left jaw             | Anatomy      | Left jaw region structure    | 2 (Synonym)    | PRESENT    | LOW
discomfort           | Condition    | Discomfort                   | 1 (Exact)      | PRESENT    | LOW
esophageal  spasms   | Condition    | Peristaltic contraction of   | 3 (Semantic)   | ABSENT     | LOW
angina               | Condition    | Angina pectoris              | 2 (Synonym)    | ABSENT     | LOW
catherization        | Condition    | Catha                        | 3 (Semantic)   | ABSENT     | LOW
SLN                  | Medication   | Unmapped                     | 0 (Failed)     | PRESENT    | LOW
SLN                  | Medication   | Unmapped                     | 0 (Failed)     | ABSENT     | LOW
headache             | Symptom      | Headache                     | 1 (Exact)      | ABSENT     | LOW
